query,rel,qid,docid
Riverside County California,1,27003186,107903
Riverside County California,1,27003186,107905
Riverside County California,1,27003186,107911
Riverside County California,1,27003186,107912
Riverside County California,1,27003186,107918
Riverside County California,1,27003186,107923
Riverside County California,1,27003186,107924
Riverside County California,1,27003186,107926
Riverside County California,1,27003186,107931
Riverside County California,1,27003186,107932
Riverside County California,1,27003186,107934
Riverside County California,1,27003186,107936
Riverside County California,1,27003186,107939
Riverside County California,1,27003186,107941
Riverside County California,1,27003186,107942
Riverside County California,1,27003186,107949
Riverside County California,1,27003186,441491
Riverside County California,1,27003186,748885
Riverside County California,1,27003186,750601
Riverside County California,1,27003186,3016017
Riverside County California,1,27003186,10311463
Isles of Scilly,2,17166443,17166443
Isles of Scilly,1,17166443,313660
Isles of Scilly,1,17166443,314784
Isles of Scilly,1,17166443,393079
Isles of Scilly,1,17166443,1430240
Isles of Scilly,1,17166443,2801742
Corsica,2,5714828,5714828
Corsica,1,5714828,2640
Corsica,1,5714828,6591
Corsica,1,5714828,7578
Corsica,1,5714828,9455
Corsica,1,5714828,45433
Corsica,1,5714828,45859
Corsica,1,5714828,90531
Corsica,1,5714828,559961
Corsica,1,5714828,1226281
Corsica,1,5714828,1256301
Corsica,1,5714828,1256442
Corsica,1,5714828,2043532
Corsica,1,5714828,2487220
Corsica,1,5714828,2889297
Corsica,1,5714828,26384630
Persian Empire,2,30927438,30927438
Persian Empire,1,30927438,2037
Persian Empire,1,30927438,13574
Persian Empire,1,30927438,46289
Persian Empire,1,30927438,60413
Persian Empire,1,30927438,77466
Persian Empire,1,30927438,80003
Persian Empire,1,30927438,92016
Persian Empire,1,30927438,157446
Persian Empire,1,30927438,193455
Persian Empire,1,30927438,327628
Persian Empire,1,30927438,745960
Persian Empire,1,30927438,839648
Persian Empire,1,30927438,2002484
Persian Empire,1,30927438,3978097
Persian Empire,1,30927438,19362076
Silesian language,2,356069,356069
Silesian language,1,356069,17254
Silesian language,1,356069,74600
Silesian language,1,356069,74601
Silesian language,1,356069,378862
Silesian language,1,356069,1294695
Argyll and Bute,2,143030,143030
Argyll and Bute,1,143030,226647
Argyll and Bute,1,143030,338824
Argyll and Bute,1,143030,358247
Argyll and Bute,1,143030,393109
Argyll and Bute,1,143030,399933
Argyll and Bute,1,143030,408207
Argyll and Bute,1,143030,410328
Argyll and Bute,1,143030,455617
Argyll and Bute,1,143030,528775
Argyll and Bute,1,143030,607805
Argyll and Bute,1,143030,619922
Argyll and Bute,1,143030,5408007
Argyll and Bute,1,143030,18848063
African Great Lakes,2,512047,512047
African Great Lakes,1,512047,30118
African Great Lakes,1,512047,59537
African Great Lakes,1,512047,61943
African Great Lakes,1,512047,67050
African Great Lakes,1,512047,72979
African Great Lakes,1,512047,87812
African Great Lakes,1,512047,169713
African Great Lakes,1,512047,197051
African Great Lakes,1,512047,511846
African Great Lakes,1,512047,1243041
African Great Lakes,1,512047,1255396
African Great Lakes,1,512047,1968029
African Great Lakes,1,512047,21490998
African Great Lakes,1,512047,34055635
Tyumen Oblast,2,476412,476412
Tyumen Oblast,1,476412,476403
Tyumen Oblast,1,476412,476423
Tyumen Oblast,1,476412,482042
Tyumen Oblast,1,476412,482044
Tyumen Oblast,1,476412,581040
Bay of Bengal,2,47892,47892
Bay of Bengal,1,47892,1750
Bay of Bengal,1,47892,4862
Bay of Bengal,1,47892,26750
Bay of Bengal,1,47892,34040
Bay of Bengal,1,47892,47898
Bay of Bengal,1,47892,50808
Bay of Bengal,1,47892,256104
Bay of Bengal,1,47892,1142842
Bay of Bengal,1,47892,1342550
Bay of Bengal,1,47892,1365385
Bay of Bengal,1,47892,1490376
British Columbia Coast,2,3105196,3105196
British Columbia Coast,1,3105196,177715
British Columbia Coast,1,3105196,296416
British Columbia Coast,1,3105196,1070012
British Columbia Coast,1,3105196,2435593
British Columbia Coast,1,3105196,8882484
Gironde,2,64654,64654
Gironde,1,64654,4097
Gironde,1,64654,342844
Gironde,1,64654,902955
Gironde,1,64654,905393
Gironde,1,64654,147570
Gironde,1,64654,10695441
Bass Strait,2,65928,65928
Bass Strait,1,65928,561260
Bass Strait,1,65928,624443
Bass Strait,1,65928,653302
Bass Strait,1,65928,690293
Bass Strait,1,65928,864709
Bass Strait,1,65928,1405848
Balearic Islands,2,21336521,21336521
Balearic Islands,1,21336521,59310
Balearic Islands,1,21336521,59742
Balearic Islands,1,21336521,74592
Balearic Islands,1,21336521,165670
Balearic Islands,1,21336521,428942
Balearic Islands,1,21336521,9522379
Balearic Islands,1,21336521,49857027
Gelug,2,197697,197697
Gelug,1,197697,8133
Gelug,1,197697,197696
Gelug,1,197697,358803
Gelug,1,197697,1482808
Gelug,1,197697,2703843
Publishing,2,68761,68761
Publishing,1,68761,97585
Publishing,1,68761,2633667
Publishing,1,68761,6619063
Publishing,1,68761,15733701
Publishing,1,68761,23873702
Green politics,2,188641,188641
Green politics,1,188641,52043
Green politics,1,188641,171629
Green politics,1,188641,173310
Green politics,1,188641,356075
Green politics,1,188641,22151139
Belgrade,2,55904,55904
Belgrade,1,55904,249783
Belgrade,1,55904,271319
Belgrade,1,55904,361966
Belgrade,1,55904,381658
Belgrade,1,55904,893399
Belgrade,1,55904,993844
Belgrade,1,55904,1073737
Belgrade,1,55904,1132478
Belgrade,1,55904,1939191
Belgrade,1,55904,4826904
Belgrade,1,55904,5551651
Belgrade,1,55904,5604103
Belgrade,1,55904,7439312
Belgrade,1,55904,8565886
Belgrade,1,55904,12043841
Belgrade,1,55904,13269687
Belgrade,1,55904,32819710
Babylonia,2,46883,46883
Babylonia,1,46883,6599
Babylonia,1,46883,50515
Babylonia,1,46883,58224
Babylonia,1,46883,85442
Babylonia,1,46883,93371
Babylonia,1,46883,362922
Babylonia,1,46883,2503489
Turkic peoples,2,44740,44740
Turkic peoples,1,44740,5639
Turkic peoples,1,44740,12235
Turkic peoples,1,44740,19988
Turkic peoples,1,44740,30018
Turkic peoples,1,44740,31783
Turkic peoples,1,44740,32240
Turkic peoples,1,44740,44737
Turkic peoples,1,44740,56877
Turkic peoples,1,44740,102724
Turkic peoples,1,44740,165508
Turkic peoples,1,44740,211628
Turkic peoples,1,44740,286347
Turkic peoples,1,44740,292035
Turkic peoples,1,44740,461911
Turkic peoples,1,44740,483558
Turkic peoples,1,44740,483570
Turkic peoples,1,44740,483581
Turkic peoples,1,44740,577843
Turkic peoples,1,44740,682784
Turkic peoples,1,44740,698454
Turkic peoples,1,44740,933649
Turkic peoples,1,44740,952728
Turkic peoples,1,44740,966167
Turkic peoples,1,44740,1100924
Turkic peoples,1,44740,1646781
Turkic peoples,1,44740,1898208
Turkic peoples,1,44740,2071240
Turkic peoples,1,44740,3560822
Turkic peoples,1,44740,5706858
Turkic peoples,1,44740,5763473
Turkic peoples,1,44740,7963394
Turkic peoples,1,44740,9940980
Turkic peoples,1,44740,10790513
Turkic peoples,1,44740,11436391
Turkic peoples,1,44740,39260482
Dakota County Minnesota,2,94981,94981
Dakota County Minnesota,1,94981,119886
Dakota County Minnesota,1,94981,119887
Dakota County Minnesota,1,94981,119904
Dakota County Minnesota,1,94981,150600
Dakota County Minnesota,1,94981,150601
Dakota County Minnesota,1,94981,6045317
Aleutian Islands,2,26296222,26296222
Aleutian Islands,1,26296222,105213
Aleutian Islands,1,26296222,226214
Aleutian Islands,1,26296222,342814
Aleutian Islands,1,26296222,571734
Aleutian Islands,1,26296222,667288
Aleutian Islands,1,26296222,978731
Aleutian Islands,1,26296222,983272
Aleutian Islands,1,26296222,986004
Aleutian Islands,1,26296222,986091
Aleutian Islands,1,26296222,986107
Sandwell,2,343239,343239
Sandwell,1,343239,171131
Sandwell,1,343239,263460
Sandwell,1,343239,275239
Sandwell,1,343239,343049
Sandwell,1,343239,343242
Sandwell,1,343239,430836
Sikkim,2,140372,140372
Sikkim,1,140372,243781
Sikkim,1,140372,1144081
Sikkim,1,140372,1344726
Sikkim,1,140372,1365385
Sikkim,1,140372,1452575
Sikkim,1,140372,21316696
Scots language,2,63892,63892
Scots language,1,63892,18444
Scots language,1,63892,61188
Scots language,1,63892,63890
Scots language,1,63892,166314
Scots language,1,63892,360393
Scots language,1,63892,907830
Scots language,1,63892,1656735
Scots language,1,63892,2267648
Scots language,1,63892,26722992
Scots language,1,63892,34850722
Flintshire,2,359139,359139
Flintshire,1,359139,7406
Flintshire,1,359139,210913
Flintshire,1,359139,253675
Flintshire,1,359139,392166
Flintshire,1,359139,620114
Flintshire,1,359139,624919
Flintshire,1,359139,11653054
Micronesia,2,19231,19231
Micronesia,1,19231,11974
Micronesia,1,19231,16674
Micronesia,1,19231,21302
Micronesia,1,19231,22621
Micronesia,1,19231,33189
Micronesia,1,19231,162594
Micronesia,1,19231,1048946
Micronesia,1,19231,1588536
Hindu temple,2,2247213,2247213
Hindu temple,1,2247213,480495
Hindu temple,1,2247213,702658
Hindu temple,1,2247213,7896587
Hindu temple,1,2247213,22036358
Hindu temple,1,2247213,28075941
Inner West,2,624804,624804
Inner West,1,624804,236074
Inner West,1,624804,559870
Inner West,1,624804,626626
Inner West,1,624804,1049503
Inner West,1,624804,1164609
Inner West,1,624804,1236383
Inner West,1,624804,1335901
Inner West,1,624804,1397625
German Confederation,2,142280,142280
German Confederation,1,142280,142281
German Confederation,1,142280,191365
German Confederation,1,142280,679247
German Confederation,1,142280,1316645
German Confederation,1,142280,2535245
German Confederation,1,142280,3446328
Quebec City,2,100727,100727
Quebec City,1,100727,189564
Quebec City,1,100727,274460
Quebec City,1,100727,352708
Quebec City,1,100727,642856
Quebec City,1,100727,1070505
Quebec City,1,100727,2906906
Nouvelle-Aquitaine,2,45092904,45092904
Nouvelle-Aquitaine,1,45092904,4741
Nouvelle-Aquitaine,1,45092904,59731
Nouvelle-Aquitaine,1,45092904,64654
Nouvelle-Aquitaine,1,45092904,84322
Nouvelle-Aquitaine,1,45092904,84326
Nouvelle-Aquitaine,1,45092904,89871
Nouvelle-Aquitaine,1,45092904,90439
Nouvelle-Aquitaine,1,45092904,90582
Nouvelle-Aquitaine,1,45092904,105034
Nouvelle-Aquitaine,1,45092904,342844
Nouvelle-Aquitaine,1,45092904,521439
Nouvelle-Aquitaine,1,45092904,782568
Nouvelle-Aquitaine,1,45092904,905393
Nouvelle-Aquitaine,1,45092904,147570
Nouvelle-Aquitaine,1,45092904,1862514
Nouvelle-Aquitaine,1,45092904,25076196
New Orleans,2,53842,53842
New Orleans,1,53842,15613
New Orleans,1,53842,44120
New Orleans,1,53842,100197
New Orleans,1,53842,115628
New Orleans,1,53842,115786
New Orleans,1,53842,149752
New Orleans,1,53842,157598
New Orleans,1,53842,165380
New Orleans,1,53842,171300
New Orleans,1,53842,180525
New Orleans,1,53842,386145
New Orleans,1,53842,465754
New Orleans,1,53842,575244
New Orleans,1,53842,626568
New Orleans,1,53842,719484
New Orleans,1,53842,762683
New Orleans,1,53842,967863
New Orleans,1,53842,1115536
New Orleans,1,53842,1158422
New Orleans,1,53842,1467444
New Orleans,1,53842,1488918
New Orleans,1,53842,2289437
New Orleans,1,53842,2569378
New Orleans,1,53842,3243358
New Orleans,1,53842,3768620
New Orleans,1,53842,3769539
New Orleans,1,53842,3822499
New Orleans,1,53842,3950865
New Orleans,1,53842,4773099
New Orleans,1,53842,26562683
New Orleans,1,53842,28366732
New Orleans,1,53842,32993888
Kelly Clarkson,2,414848,414848
Kelly Clarkson,1,414848,1254205
Kelly Clarkson,1,414848,9757932
Kelly Clarkson,1,414848,20935491
Kelly Clarkson,1,414848,32780772
Kelly Clarkson,1,414848,45026467
Kelly Clarkson,1,414848,55166645
Hordaland,2,171185,171185
Hordaland,1,171185,56494
Hordaland,1,171185,171180
Hordaland,1,171185,171184
Hordaland,1,171185,171186
Hordaland,1,171185,178106
Hordaland,1,171185,178115
Umayyad Caliphate,2,49855,49855
Umayyad Caliphate,1,49855,402595
Umayyad Caliphate,1,49855,547964
Umayyad Caliphate,1,49855,600848
Umayyad Caliphate,1,49855,1976170
Umayyad Caliphate,1,49855,2169964
Umayyad Caliphate,1,49855,2221150
Umayyad Caliphate,1,49855,2494531
Umayyad Caliphate,1,49855,3603275
Umayyad Caliphate,1,49855,40124159
Knoxville Tennessee,2,135256,135256
Knoxville Tennessee,1,135256,151090
Knoxville Tennessee,1,135256,965011
Knoxville Tennessee,1,135256,10680339
Knoxville Tennessee,1,135256,28923831
Knoxville Tennessee,1,135256,39538382
Baldwin County Alabama,2,76924,76924
Baldwin County Alabama,1,76924,99886
Baldwin County Alabama,1,76924,99887
Baldwin County Alabama,1,76924,99889
Baldwin County Alabama,1,76924,99890
Baldwin County Alabama,1,76924,99891
Antwerp,2,32149462,32149462
Antwerp,1,32149462,113485
Antwerp,1,32149462,156135
Antwerp,1,32149462,1049412
Antwerp,1,32149462,3767669
Antwerp,1,32149462,6026813
Mongolian language,2,154909,154909
Mongolian language,1,154909,55064
Mongolian language,1,154909,261864
Mongolian language,1,154909,533383
Mongolian language,1,154909,952728
Mongolian language,1,154909,1482700
Mongolian language,1,154909,3580683
Mongolian language,1,154909,154909
Mongolian language,1,154909,12024724
Mongolian language,1,154909,33213010
Australian Labor Party,2,1495,1495
Australian Labor Party,1,1495,4059
Australian Labor Party,1,1495,18453
Australian Labor Party,1,1495,23767
Australian Labor Party,1,1495,519437
Australian Labor Party,1,1495,25593444
Australian Labor Party,1,1495,57292893
Australian Labor Party,1,1495,47735738
Australian Labor Party,1,1495,49084304
Australian Labor Party,1,1495,57000779
Australian Labor Party,1,1495,57594041
Cotswolds,2,6902,6902
Cotswolds,1,6902,28731
Cotswolds,1,6902,161314
Cotswolds,1,6902,296380
Cotswolds,1,6902,333174
Cotswolds,1,6902,377845
Cotswolds,1,6902,382015
Cotswolds,1,6902,408181
Cotswolds,1,6902,517914
Cotswolds,1,6902,1179940
Cotswolds,1,6902,2840396
Tripura,2,319196,319196
Tripura,1,319196,443719
Tripura,1,319196,519963
Tripura,1,319196,586544
Tripura,1,319196,1039080
Tripura,1,319196,1469219
Tripura,1,319196,4198908
Tripura,1,319196,28003496
Brevard County Florida,2,72008,72008
Brevard County Florida,1,72008,54488
Brevard County Florida,1,72008,108988
Brevard County Florida,1,72008,108996
Brevard County Florida,1,72008,108999
Brevard County Florida,1,72008,109002
Brevard County Florida,1,72008,109005
Brevard County Florida,1,72008,109009
Brevard County Florida,1,72008,2323241
Queensland,2,59051,59051
Queensland,1,59051,24677
Queensland,1,59051,59251
Queensland,1,59051,72817
Queensland,1,59051,145324
Queensland,1,59051,192093
Queensland,1,59051,192819
Queensland,1,59051,198332
Queensland,1,59051,198642
Queensland,1,59051,225700
Queensland,1,59051,287130
Queensland,1,59051,292257
Queensland,1,59051,298152
Queensland,1,59051,305553
Queensland,1,59051,314699
Queensland,1,59051,375105
Queensland,1,59051,395562
Queensland,1,59051,418718
Queensland,1,59051,434301
Queensland,1,59051,435465
Queensland,1,59051,436101
Queensland,1,59051,463329
Queensland,1,59051,481233
Queensland,1,59051,511885
Queensland,1,59051,514707
Queensland,1,59051,521574
Queensland,1,59051,543841
Queensland,1,59051,587560
Queensland,1,59051,588693
Queensland,1,59051,590683
Queensland,1,59051,590784
Queensland,1,59051,595809
Queensland,1,59051,603861
Queensland,1,59051,607252
Queensland,1,59051,6254347
Queensland,1,59051,607597
Queensland,1,59051,607804
Queensland,1,59051,609033
Queensland,1,59051,624388
Queensland,1,59051,641843
Queensland,1,59051,646917
Queensland,1,59051,646935
Queensland,1,59051,670880
Queensland,1,59051,713785
Queensland,1,59051,853048
Queensland,1,59051,853226
Queensland,1,59051,875107
Queensland,1,59051,878922
Queensland,1,59051,892127
Queensland,1,59051,923620
Queensland,1,59051,937460
Queensland,1,59051,944552
Queensland,1,59051,951125
Queensland,1,59051,975276
Queensland,1,59051,1041190
Queensland,1,59051,1056594
Queensland,1,59051,1058846
Queensland,1,59051,1062066
Queensland,1,59051,1070159
Queensland,1,59051,1109496
Queensland,1,59051,1123606
Queensland,1,59051,1130877
Queensland,1,59051,1134714
Queensland,1,59051,1211427
Queensland,1,59051,1262558
Queensland,1,59051,1380319
Queensland,1,59051,1398226
Queensland,1,59051,1433063
Queensland,1,59051,1613020
Queensland,1,59051,1620813
Queensland,1,59051,1645275
Queensland,1,59051,1708450
Queensland,1,59051,1834392
Queensland,1,59051,1947541
Queensland,1,59051,1951878
Queensland,1,59051,1988358
Queensland,1,59051,1994789
Queensland,1,59051,2056311
Queensland,1,59051,2076883
Queensland,1,59051,2383498
Queensland,1,59051,2417652
Queensland,1,59051,2529569
Queensland,1,59051,2566877
Queensland,1,59051,2860555
Queensland,1,59051,2977117
Queensland,1,59051,2978860
Queensland,1,59051,3016989
Queensland,1,59051,3087684
Queensland,1,59051,3091441
Queensland,1,59051,3413893
Queensland,1,59051,3586248
Queensland,1,59051,3614978
Queensland,1,59051,4519792
Queensland,1,59051,4668953
Queensland,1,59051,4901756
Queensland,1,59051,4912876
Queensland,1,59051,4916311
Queensland,1,59051,6867595
Queensland,1,59051,7237118
Queensland,1,59051,8225288
Queensland,1,59051,8382699
Queensland,1,59051,9553993
Queensland,1,59051,9806627
Queensland,1,59051,11119118
Queensland,1,59051,12523323
Queensland,1,59051,12541673
Queensland,1,59051,12544994
Queensland,1,59051,12562153
Queensland,1,59051,12573645
Queensland,1,59051,12576536
Queensland,1,59051,12584173
Queensland,1,59051,12590610
Queensland,1,59051,12591673
Queensland,1,59051,12592092
Queensland,1,59051,12601090
Queensland,1,59051,12616492
Queensland,1,59051,14159498
Queensland,1,59051,18383177
Queensland,1,59051,20080273
Queensland,1,59051,24875518
Queensland,1,59051,29560012
Queensland,1,59051,30587088
Queensland,1,59051,32053902
Queensland,1,59051,34502784
Queensland,1,59051,37200665
Queensland,1,59051,38405520
Queensland,1,59051,43805986
Queensland,1,59051,305553
Queensland,1,59051,57000779
Queensland,1,59051,57728100
Queensland,1,59051,57743367
River Liffey,2,183146,183146
River Liffey,1,183146,147817
River Liffey,1,183146,382595
River Liffey,1,183146,946842
River Liffey,1,183146,4469650
River Liffey,1,183146,4845746
The Walt Disney Company,2,37398,37398
Disney,2,37398,37398
The Walt Disney Company,1,37398,14356
Disney,1,37398,14356
The Walt Disney Company,1,37398,20859
Disney,1,37398,20859
The Walt Disney Company,1,37398,29378
Disney,1,37398,29378
The Walt Disney Company,1,37398,37395
Disney,1,37398,37395
The Walt Disney Company,1,37398,62027
Disney,1,37398,62027
The Walt Disney Company,1,37398,77808
Disney,1,37398,77808
The Walt Disney Company,1,37398,78969
Disney,1,37398,78969
The Walt Disney Company,1,37398,151637
Disney,1,37398,151637
The Walt Disney Company,1,37398,170318
Disney,1,37398,170318
The Walt Disney Company,1,37398,172899
Disney,1,37398,172899
The Walt Disney Company,1,37398,217196
Disney,1,37398,217196
The Walt Disney Company,1,37398,230826
Disney,1,37398,230826
The Walt Disney Company,1,37398,357520
Disney,1,37398,357520
The Walt Disney Company,1,37398,371428
Disney,1,37398,371428
The Walt Disney Company,1,37398,434000
Disney,1,37398,434000
The Walt Disney Company,1,37398,945427
Disney,1,37398,945427
The Walt Disney Company,1,37398,948541
Disney,1,37398,948541
The Walt Disney Company,1,37398,1272972
Disney,1,37398,1272972
The Walt Disney Company,1,37398,1302479
Disney,1,37398,1302479
The Walt Disney Company,1,37398,1303939
Disney,1,37398,1303939
The Walt Disney Company,1,37398,1393370
Disney,1,37398,1393370
The Walt Disney Company,1,37398,1425015
Disney,1,37398,1425015
The Walt Disney Company,1,37398,1475269
Disney,1,37398,1475269
The Walt Disney Company,1,37398,1525146
Disney,1,37398,1525146
The Walt Disney Company,1,37398,1611688
Disney,1,37398,1611688
The Walt Disney Company,1,37398,1856064
Disney,1,37398,1856064
The Walt Disney Company,1,37398,2987963
Disney,1,37398,2987963
The Walt Disney Company,1,37398,3602903
Disney,1,37398,3602903
The Walt Disney Company,1,37398,3891249
Disney,1,37398,3891249
The Walt Disney Company,1,37398,4905590
Disney,1,37398,4905590
The Walt Disney Company,1,37398,5817689
Disney,1,37398,5817689
The Walt Disney Company,1,37398,6083658
Disney,1,37398,6083658
The Walt Disney Company,1,37398,7041034
Disney,1,37398,7041034
The Walt Disney Company,1,37398,13387471
Disney,1,37398,13387471
The Walt Disney Company,1,37398,17809435
Disney,1,37398,17809435
The Walt Disney Company,1,37398,25651119
Disney,1,37398,25651119
The Walt Disney Company,1,37398,27490450
Disney,1,37398,27490450
The Walt Disney Company,1,37398,31075421
Disney,1,37398,31075421
The Walt Disney Company,1,37398,45382070
Disney,1,37398,45382070
The Walt Disney Company,1,37398,47770167
Disney,1,37398,47770167
The Walt Disney Company,1,37398,48403844
Disney,1,37398,48403844
The Walt Disney Company,1,37398,49078681
Disney,1,37398,49078681
The Walt Disney Company,1,37398,1303939
Disney,1,37398,1303939
The Walt Disney Company,1,37398,37398
Disney,1,37398,37398
Burundi,2,21490998,21490998
Burundi,1,21490998,56631
Burundi,1,21490998,59537
Burundi,1,21490998,197051
Burundi,1,21490998,336861
Burundi,1,21490998,1243041
Burundi,1,21490998,1791998
Ayrshire,2,68208,68208
Ayrshire,1,68208,143051
Ayrshire,1,68208,144233
Ayrshire,1,68208,355055
Ayrshire,1,68208,489880
Ayrshire,1,68208,583733
Ayrshire,1,68208,1560896
Ayrshire,1,68208,3389040
Bahá'í Faith,2,4251,4251
Bahá'í Faith,1,4251,3019
Bahá'í Faith,1,4251,29366
Bahá'í Faith,1,4251,32291
Bahá'í Faith,1,4251,1539018
Bahá'í Faith,1,4251,28361417
Bahá'í Faith,1,4251,28361679
Bahá'í Faith,1,4251,30874621
Russian literature,2,106409,106409
Russian literature,1,106409,39449
Russian literature,1,106409,52790
Russian literature,1,106409,139177
Russian literature,1,106409,180913
Russian literature,1,106409,1211177
Russian literature,1,106409,2012490
Russian literature,1,106409,7962398
Santa Fe Province,2,520560,520560
Santa Fe Province,1,520560,592784
Santa Fe Province,1,520560,592794
Santa Fe Province,1,520560,735980
Santa Fe Province,1,520560,1255902
Santa Fe Province,1,520560,2370008
Santa Fe Province,1,520560,3127898
Richmond Virginia,2,53274,53274
Richmond Virginia,1,53274,91348
Richmond Virginia,1,53274,137628
Richmond Virginia,1,53274,172675
Richmond Virginia,1,53274,541328
Richmond Virginia,1,53274,558938
Richmond Virginia,1,53274,641672
Richmond Virginia,1,53274,676331
Richmond Virginia,1,53274,856511
Richmond Virginia,1,53274,868159
Richmond Virginia,1,53274,998780
Richmond Virginia,1,53274,1046170
Richmond Virginia,1,53274,1846110
Richmond Virginia,1,53274,2268216
Richmond Virginia,1,53274,3159839
Richmond Virginia,1,53274,27101122
Richmond Virginia,1,53274,29379580
Beyoncé,2,83688,83688
Beyoncé,1,83688,169410
Beyoncé,1,83688,427723
Beyoncé,1,83688,5322828
Beyoncé,1,83688,31176601
Beyoncé,1,83688,41353912
Beyoncé,1,83688,50293518
Latter Day Saint movement,2,420883,420883
Latter Day Saint movement,1,420883,3978
Latter Day Saint movement,1,420883,18925
Latter Day Saint movement,1,420883,21023
Latter Day Saint movement,1,420883,92908
Latter Day Saint movement,1,420883,328115
Latter Day Saint movement,1,420883,363753
Latter Day Saint movement,1,420883,365465
Latter Day Saint movement,1,420883,384762
Latter Day Saint movement,1,420883,387981
Latter Day Saint movement,1,420883,394912
Latter Day Saint movement,1,420883,416943
Latter Day Saint movement,1,420883,436512
Latter Day Saint movement,1,420883,532256
Latter Day Saint movement,1,420883,1429144
Latter Day Saint movement,1,420883,1486485
Latter Day Saint movement,1,420883,6305642
Latter Day Saint movement,1,420883,10902266
London Borough of Enfield,2,94318,94318
London Borough of Enfield,1,94318,94214
London Borough of Enfield,1,94318,94291
London Borough of Enfield,1,94318,94393
London Borough of Enfield,1,94318,323444
London Borough of Enfield,1,94318,1702151
London Borough of Enfield,1,94318,2140991
Mannheim,2,99627,99627
Mannheim,1,99627,145612
Mannheim,1,99627,429432
Mannheim,1,99627,593353
Mannheim,1,99627,1366689
Mannheim,1,99627,1814443
Mannheim,1,99627,3438052
Mannheim,1,99627,3910645
Lesotho,2,17781,17781
Lesotho,1,17781,57047
Lesotho,1,17781,317886
Lesotho,1,17781,430694
Lesotho,1,17781,2111545
Lesotho,1,17781,6210711
Fulton County Georgia,2,96775,96775
Fulton County Georgia,1,96775,109969
Fulton County Georgia,1,96775,110107
Fulton County Georgia,1,96775,110108
Fulton County Georgia,1,96775,110111
Fulton County Georgia,1,96775,110113
Fulton County Georgia,1,96775,5347038
Communes of France,2,410219,410219
Communes of France,1,410219,2640
Communes of France,1,410219,4741
Communes of France,1,410219,38166
Communes of France,1,410219,38523
Communes of France,1,410219,45433
Communes of France,1,410219,45859
Communes of France,1,410219,46092
Communes of France,1,410219,54004
Communes of France,1,410219,62905
Communes of France,1,410219,63116
Communes of France,1,410219,72869
Communes of France,1,410219,74334
Communes of France,1,410219,74393
Communes of France,1,410219,75818
Communes of France,1,410219,75952
Communes of France,1,410219,79494
Communes of France,1,410219,79495
Communes of France,1,410219,81271
Communes of France,1,410219,81329
Communes of France,1,410219,81830
Communes of France,1,410219,83240
Communes of France,1,410219,84349
Communes of France,1,410219,89875
Communes of France,1,410219,89922
Communes of France,1,410219,91851
Communes of France,1,410219,92443
Communes of France,1,410219,96654
Communes of France,1,410219,98650
Communes of France,1,410219,99187
Communes of France,1,410219,100048
Communes of France,1,410219,101607
Communes of France,1,410219,101618
Communes of France,1,410219,105034
Communes of France,1,410219,105051
Communes of France,1,410219,141970
Communes of France,1,410219,145708
Communes of France,1,410219,175191
Communes of France,1,410219,175688
Communes of France,1,410219,177195
Communes of France,1,410219,208399
Communes of France,1,410219,221013
Communes of France,1,410219,234647
Communes of France,1,410219,236986
Communes of France,1,410219,240306
Communes of France,1,410219,262958
Communes of France,1,410219,263841
Communes of France,1,410219,290281
Communes of France,1,410219,291724
Communes of France,1,410219,293967
Communes of France,1,410219,321196
Communes of France,1,410219,328288
Communes of France,1,410219,342844
Communes of France,1,410219,343308
Communes of France,1,410219,356300
Communes of France,1,410219,357827
Communes of France,1,410219,362506
Communes of France,1,410219,383732
Communes of France,1,410219,387531
Communes of France,1,410219,409057
Communes of France,1,410219,415392
Communes of France,1,410219,416786
Communes of France,1,410219,427199
Communes of France,1,410219,427412
Communes of France,1,410219,445836
Communes of France,1,410219,473593
Communes of France,1,410219,473614
Communes of France,1,410219,474848
Communes of France,1,410219,477896
Communes of France,1,410219,491026
Communes of France,1,410219,496080
Communes of France,1,410219,498452
Communes of France,1,410219,500089
Communes of France,1,410219,504288
Communes of France,1,410219,504325
Communes of France,1,410219,510180
Communes of France,1,410219,521553
Communes of France,1,410219,521564
Communes of France,1,410219,527808
Communes of France,1,410219,528230
Communes of France,1,410219,530785
Communes of France,1,410219,536695
Communes of France,1,410219,537646
Communes of France,1,410219,550686
Communes of France,1,410219,564056
Communes of France,1,410219,575984
Communes of France,1,410219,582284
Communes of France,1,410219,605099
Communes of France,1,410219,629450
Communes of France,1,410219,630984
Communes of France,1,410219,638273
Communes of France,1,410219,638328
Communes of France,1,410219,641049
Communes of France,1,410219,660294
Communes of France,1,410219,680838
Communes of France,1,410219,710111
Communes of France,1,410219,716980
Communes of France,1,410219,718716
Communes of France,1,410219,762768
Communes of France,1,410219,782568
Communes of France,1,410219,885902
Communes of France,1,410219,894251
Communes of France,1,410219,905393
Communes of France,1,410219,921911
Communes of France,1,410219,929821
Communes of France,1,410219,955604
Communes of France,1,410219,980931
Communes of France,1,410219,981203
Communes of France,1,410219,983962
Communes of France,1,410219,986022
Communes of France,1,410219,998839
Communes of France,1,410219,998902
Communes of France,1,410219,1009228
Communes of France,1,410219,1013648
Communes of France,1,410219,1020456
Communes of France,1,410219,1024996
Communes of France,1,410219,1051570
Communes of France,1,410219,147570
Communes of France,1,410219,1074482
